Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SHANIR V,32913.0,32913.0,32913.0,32913.0,32913.0,32913.0,32913.0,32913.0,32913.0,32913.000000000226
SHANMUGAM & CO,24122.0,24122.0,24122.0,26008.0,26008.0,26008.0,26008.0,26008.0,26008.0,26008.000000000226
SHANTALA HOME APPLIANCES,10448.0,10448.0,10448.0,10448.0,10448.0,10448.0,10448.0,10448.0,10448.0,10448.000000000231
SHANTI SAGAR INTERNATIONAL DREDGING  P. LTD.,22516.0,22516.0,22516.0,22516.0,22516.0,22516.0,22516.0,22516.0,22516.0,22516.00000000023
SHANTI TRADINGS,184300.0,184300.0,184300.0,184300.0,184300.0,23740.0,23740.0,23740.0,23740.0,23740.00000000042
SHARAD ENTERPRISE,38880.0,38880.0,38880.0,38880.0,38880.0,38880.0,38880.0,38880.0,38880.0,38880.000000000226
SHARAD ENTERPRISES,71260.0,71260.0,71260.0,71260.0,71260.0,71260.0,71260.0,71260.0,71260.0,71260.00000000022
SHARAFUDHEEN KONDANATH,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.000000000232
SHARFANA SEA FOODS,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.000000000226
SHARK FITNESS CENTER.,5500.0,5500.0,5500.0,5500.0,5500.0,8590.0,8590.0,8590.0,8590.0,8590.000000000227
SHARKLINE INDUSTRIES,15611.0,15611.0,15611.0,15611.0,15611.0,15611.0,15611.0,15611.0,15611.0,15611.00000000023
SHARON DISTRIBUTORS,5446.0,5446.0,5446.0,5446.0,5446.0,5446.0,5446.0,5446.0,5446.0,5446.000000000232
SHARON INSUL INDIA LTD.,64792.0,69560.0,109306.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0000000003
SHARP TANKS AND STRUCTURALS P. LTD.,139602.0,139602.0,139602.0,139602.0,139602.0,139602.0,139602.0,139602.0,139602.0,139602.0000000002
SHARP TOOLS,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.000000000232
SHARY EXPORTS,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.000000000232
SHATECH INDUSTRIES,15480.0,23300.0,35294.0,18110.0,25577.0,9892.0,9892.0,9892.0,9892.0,9892.000000000275
SHAZIA INTERNATIONAL ,110420.0,334880.0,307410.0,196143.0,204800.0,80230.0,29750.0,29750.0,29750.0,29750.00000000066
SHEELA RAVINDRAN NAIR,14240.0,14240.0,14240.0,14240.0,14240.0,14240.0,14240.0,14240.0,14240.0,14240.00000000023
SHEET POINT,5740.0,5740.0,5740.0,5740.0,5740.0,5740.0,5740.0,5740.0,5740.0,5740.000000000232
SHENOYS ENTERPRISES,1660.0,930.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.00000000023252
SHERBROOKE FENESTRATIONS (P) LTD.,24400.0,24800.0,17841.0,10882.0,14117.6,17353.2,20588.8,23824.4,27060.0,27060.000000000233
SHERIYAR INDUSTRIES,15978.0,15978.0,15978.0,15978.0,15978.0,15978.0,15978.0,15978.0,15978.0,15978.00000000023
SHERO PANELS,9020.0,9020.0,9020.0,9020.0,9020.0,9020.0,9020.0,9020.0,9020.0,9020.000000000231
SHERO PLYWOODS,1664784.0,1856834.0,289668.0,974688.0,793096.0,879077.0,705447.0,159960.0,159960.0,159960.00000000026
SHERX TYRES,46076.0,46076.0,46076.0,46076.0,11393.0,11393.0,11393.0,11393.0,11393.0,11393.000000000202
SHESHADRI CASHEWS,206910.0,206910.0,206910.0,206910.0,206910.0,206910.0,206910.0,206910.0,206910.0,206910.0000000002
SHIBAM VENTURES & BUILDING MATERIALS PRIVATE LIMIT,519276.0,519276.0,519276.0,519276.0,519276.0,362287.0,362287.0,362287.0,362287.0,362287.00000000035
SHIFA PLYWOODS,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.0,13200.000000000231
SHIFAD BASHEER,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0000000002324
SHIFANA M.V.,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0000000002326
SHIHAS HOLDINGS,16278.0,16278.0,16278.0,15909.0,15540.0,39772.0,75478.0,32005.0,16866.0,16866.00000000022
SHILPA INDUSTRIES,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.000000000231
SHILPA TRADERS,262200.0,215635.0,438074.0,335300.0,224789.0,84168.0,84168.0,84168.0,84168.0,84168.00000000032
SHINE FLEXIBLE PRINT AND PACKS P. LTD.,80907.0,80907.0,80907.0,80907.0,80907.0,80907.0,80907.0,80907.0,80907.0,80907.00000000022
SHINE STAR LUBES,42460.0,42460.0,42460.0,42460.0,42460.0,42460.0,42460.0,42460.0,42460.0,42460.000000000226
SHINE TRAVEL & CARGO P. LTD.,8551.0,8551.0,8551.0,8551.0,8551.0,8551.0,8551.0,34839.0,34839.0,34839.0000000002
SHINEWELL IMPEX COMPANY,8210.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.000000000233
SHIPEX INTERNATIONAL TRADING P. LTD.,560000.0,560000.0,560000.0,560000.0,560000.0,3381050.0,3381050.0,3381050.0,3381050.0,3381049.9999999963
SHIPPING CORPORATION OF INDIA LTD.,5959.0,5959.0,5959.0,5959.0,6309.5,6660.0,7500.0,49452.0,49452.0,49452.00000000019
SHIV NARESH SPORTS P. LTD.,62180.0,62180.0,62180.0,51694.0,51694.0,51694.0,51694.0,51694.0,51694.0,51694.00000000023
SHIV SHAKTI BOTTLE INDUSTRIES P. LTD.,2928.0,2928.0,2928.0,2928.0,2928.0,2928.0,2928.0,2928.0,2928.0,2928.0000000002324
SHIVAA CASHEWS,101920.0,101920.0,101920.0,101920.0,101920.0,101920.0,101920.0,101920.0,101920.0,101920.00000000022
SHIVAM ASSOCIATES,174299.0,174299.0,174299.0,174299.0,174299.0,174299.0,174299.0,174299.0,174299.0,174299.0000000002
SHIVAM INTERNATIONAL,178560.0,92444.0,92444.0,92444.0,92444.0,92444.0,92444.0,92444.0,92444.0,92444.00000000016
SHIVAMANI AND COMPANY,55280.0,55280.0,55280.0,55280.0,106530.0,106530.0,106530.0,106530.0,106530.0,106530.00000000026
SHIYAD NATIONAL TIMBERS,9040.0,9040.0,9040.0,9040.0,9040.0,9040.0,9040.0,9040.0,9040.0,9040.000000000231
SHIYAS A.M.,24140.0,24140.0,24140.0,24140.0,24140.0,24140.0,24140.0,24140.0,24140.0,24140.00000000023
SHM SHIPCARE,19038.0,19038.0,19038.0,19038.0,19038.0,1860.0,2039.0,2039.0,2039.0,2039.0000000002524
SHOBA DEVELOPERS P. LTD.,19110.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.000000000227
SHOBHA CITY MALL,124.0,124.0,7131.5,14139.0,14139.0,14139.0,14139.0,14139.0,14139.0,14139.00000000022
SHOBHA ENGINEERING COMPANY,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0000000002324
SHOBHA FURNITURE,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.00000000022
SHOE AND SPORTS PALACE,7360.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.000000000231
SHOLATH INTERNATIONAL P. LTD.,27108.0,27108.0,27108.0,27108.0,27108.0,27108.0,27108.0,27108.0,27108.0,27108.00000000023
SHONE PLY AND BOARDS,27000.0,26666.67,26333.33,26000.0,40487.0,32493.5,24500.0,52640.0,49050.0,49050.000000000226
SHOWMAKERZ,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0000000002324
SHREE BUILDING SOLUTIONS P. LTD.,21060.0,21060.0,21060.0,21060.0,63500.0,63500.0,63500.0,63500.0,63500.0,63500.000000000255
SHREE JAYSURYA STEELS PRIVATE LIMITED,511070.0,511070.0,511070.0,511070.0,153260.0,153260.0,153260.0,153260.0,153260.0,153259.9999999999
SHREE JI COAL COMPANY,34380.0,34380.0,34380.0,34380.0,34380.0,34380.0,34380.0,34380.0,34380.0,34380.000000000226
SHREE LAKSHMI WOOD WORS,44940.0,44940.0,44940.0,44940.0,44940.0,73635.0,73635.0,73635.0,73635.0,73635.00000000017
SHREE MURUGAN AIR WEAVES,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.00000000023
SHREE PARSHWANATH CORPORATION,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.000000000226
SHREE VENKATESHWARA PROCESSORS ,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.000000000226
SHREEJI EXPORTS,111028.0,111028.0,111028.0,111028.0,111028.0,111028.0,111028.0,111028.0,111028.0,111028.0000000002
SHREEKRISHNA IMPEX VENTURES P. LTD.,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.0,51200.000000000226
SHREELA PACKS,656460.0,656460.0,656460.0,656460.0,656460.0,277100.0,513885.0,25140.0,25140.0,25140.000000000975
SHREELEKSHMI CASHEW COMPANY,101790.0,101790.0,101790.0,101790.0,101790.0,101790.0,101790.0,101790.0,101790.0,101790.00000000022
SHREERAM FOOD PRODUCTS,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.00000000023
SHREESH IMPEX PVT LTD,53700.0,53700.0,53700.0,53700.0,53700.0,53700.0,53700.0,53700.0,53700.0,53700.000000000226
SHRI AMMAN DHALL MILL,785461.0,785461.0,785461.0,785461.0,785461.0,785461.0,785461.0,785461.0,785461.0,785461.0000000001
SHRI BALAJI IMPEX,485500.0,485500.0,485500.0,485500.0,485500.0,485500.0,485500.0,485500.0,485500.0,485500.0000000001
SHRI BALAJI PLASTERS,82800.0,82800.0,82800.0,82800.0,82800.0,82800.0,1793550.0,1793550.0,1793550.0,1793549.9999999988
SHRI BALAJI TRADERS,23800.0,23800.0,23800.0,23800.0,23800.0,23800.0,23800.0,23800.0,23800.0,23800.00000000023
SHRI BANKE BIHARI INTERNATIONAL,293200.0,293200.0,293200.0,293200.0,293200.0,293200.0,700300.0,448500.0,123000.0,123000.00000000023
SHRI GOVIND AGENCIES,4997.0,4997.0,4997.0,4997.0,4997.0,4997.0,4997.0,4997.0,4997.0,4997.000000000232
SHRI HARI INDUSTRIES,17210.0,17210.0,17210.0,17210.0,17210.0,17210.0,17210.0,17210.0,17210.0,17210.00000000023
SHRI LAKSHMI DHALL MILL,120182.0,120182.0,120182.0,120182.0,120182.0,120182.0,120182.0,120182.0,120182.0,120182.0000000002
SHRI LAKSHMI STEEL SUPPLIERS,14360.0,14360.0,14360.0,14360.0,14360.0,14360.0,14360.0,14360.0,14360.0,14360.00000000023
SHRI MAHAARAAHNI ENTERPRISE PVT LTD ,73960.0,73960.0,73960.0,73960.0,73960.0,73960.0,73960.0,73960.0,73960.0,73960.00000000022
SHRI PARSHVNATH VENEERS,55448.0,55448.0,55448.0,55448.0,55448.0,55448.0,55448.0,55448.0,55448.0,55448.00000000022
SHRI SAKTHI PAPERS INDIA P. LTD.,604368.0,472374.0,340380.0,208386.0,76392.0,76392.0,76392.0,76392.0,76392.0,76392.00000000019
SHRI VEERA INDUSTRIES,51190.0,34846.0,18502.0,228971.0,208755.0,95376.0,38967.0,38967.0,38967.0,38967.00000000015
SHRISHTI ENTERPRISES,8820.0,8820.0,8820.0,8820.0,8820.0,8820.0,8820.0,8820.0,8820.0,8820.000000000231
SHRISHTY MEDICAL P. LTD.,9014.0,9014.0,9014.0,9014.0,9014.0,9014.0,9014.0,9014.0,9014.0,9014.000000000231
SHROFF TEXTILE EXPORTS,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.000000000231
SHUBH PLASTICS,45700.0,45700.0,45700.0,144942.0,198323.0,254211.0,315029.0,456105.0,384228.0,384227.9999999999
SHYAM KUMAR,25870.0,25870.0,25870.0,25870.0,25870.0,25870.0,25870.0,25870.0,25870.0,25870.00000000023
SIA OVERSEAS,425320.0,425320.0,425320.0,425320.0,425320.0,425320.0,425320.0,425320.0,425320.0,425320.0000000002
SICGIL INDUSTRIAL GASES LTD.,27860.0,16000.0,4140.0,14820.0,25500.0,20033.33,14566.67,9100.0,9100.0,9100.000000000238
SIDDHARTHA ENTERPRISES,10644.0,24133.0,33668.0,32544.0,18305.0,3535.0,3535.0,3535.0,3535.0,3535.000000000245
SIDHARDHA CASHEW EXPORTS,80700.0,80700.0,80700.0,80700.0,80700.0,80700.0,80700.0,80700.0,80700.0,80700.00000000022
SIDHU TRADERS,6199900.0,6199900.0,6199900.0,6199900.0,6199900.0,6199900.0,3375550.0,3375550.0,3375550.0,3375550.000000001
SIDRA UPVC WINDOWS & DOORS,2798.0,2798.0,2798.0,2798.0,2798.0,2798.0,2798.0,2798.0,2798.0,2798.0000000002324
SIEMENS HEALTHCARE P. LTD.,7584.0,7584.0,7584.0,7584.0,7584.0,7584.0,7584.0,7584.0,7584.0,7584.000000000231
SIEMENS LTD.,2884.0,6847.0,20850.0,18396.0,15942.0,13488.0,9271.5,5055.0,5055.0,5055.000000000241
SIEWERT & DHOLAKIA OVERSEAS P. LTD.,36630.0,23010.0,23539.0,12975.0,25336.0,12424.0,49425.0,38179.0,26933.0,26933.000000000247
SIGMA BYTE AV SOLUTIONS P. LTD.,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0000000002327
SIGN & DISPLAY,42418.0,27455.0,22613.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.00000000023
SIGN ERA NEON,4275.0,4275.0,4275.0,4275.0,4275.0,4275.0,4275.0,4275.0,4275.0,4275.000000000232
SIGN SOLUTIONS,28810.0,28810.0,28810.0,28810.0,28810.0,28810.0,28810.0,28810.0,28810.0,28810.000000000226
SIGNATURE FOAM PRIVATE LTD.,63300.0,6110.0,1349.0,106511.75,211674.5,316837.25,422000.0,509700.0,509700.0,509699.9999999998
SIGNATURE LIGHTING,5310.0,5310.0,5310.0,5085.0,4860.0,3530.0,6810.0,7160.0,7160.0,7160.00000000023
SIGNMASTERS GLOBAL TRADING,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0000000002324
SIJMAK EXPORTS P. LTD.,23163.0,23163.0,23163.0,23163.0,23163.0,23163.0,23163.0,23163.0,23163.0,23163.00000000023
SIJMAK OILS P. LTD.,17697.0,17697.0,17697.0,17697.0,17697.0,17697.0,17697.0,17697.0,17697.0,17697.00000000023
SILA RETAIL,14416.0,14416.0,14416.0,14416.0,14416.0,14416.0,14416.0,44141.0,17623.0,17623.000000000204
SILENT FLASH,27405.0,27405.0,27405.0,27405.0,82215.0,54810.0,27405.0,27405.0,27405.0,27405.000000000317
SILSILA,6540.0,6540.0,6540.0,6540.0,6540.0,6540.0,6540.0,6540.0,6540.0,6540.000000000232
SILVER ARCADE TRADING ,23593.0,23593.0,23593.0,14546.5,5500.0,5500.0,5500.0,5500.0,5500.0,5500.000000000234
SILVER DISTRIBUTORS,56952.0,56952.0,56952.0,56952.0,56952.0,150370.0,70581.0,81040.0,52140.0,52140.00000000015
SILVER DOVE TRADING COMPANY,139383.0,531001.0,236530.0,141288.0,58830.0,58830.0,58830.0,58830.0,58830.0,58830.00000000053
SILVER KITCHENS P. LTD.,24463.0,32187.5,39912.0,13916.0,13916.0,13916.0,13916.0,13916.0,13916.0,13916.000000000258
SILVER LINE FERTILIZER PVT LTD,392800.0,392800.0,392800.0,392800.0,392800.0,392800.0,392800.0,392800.0,392800.0,392800.0000000002
SILVER STEPS,4158.0,4158.0,4158.0,4158.0,4158.0,4158.0,4158.0,4158.0,4158.0,4158.000000000232
SILVERCASTLE HOLIDAYS AND RESORTS (INDIA) P. LT.,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.000000000231
SILVERLINE IMPORTS AND EXPORTS,48000.0,427695.0,36170.0,36170.0,36170.0,36170.0,36170.0,36170.0,36170.0,36170.000000000524
SIMARGL SOFTWARE P. LTD.,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0000000002326
SIMFRA FROZEN FOODS P. LTD.,71132.0,71132.0,71132.0,71132.0,71132.0,71132.0,71132.0,71132.0,71132.0,71132.00000000022
SIMPLY TRADES,1569481.0,28691.0,28691.0,28691.0,28691.0,28691.0,28691.0,28691.0,28691.0,28690.999999999327
SINAN CASHEWS,478124.0,478124.0,478124.0,478124.0,478124.0,478124.0,478124.0,478124.0,478124.0,478124.0000000001
SINAN STEELS,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0,1191620.0
SINCERE PLYWOODS ,43752.0,73331.5,102911.0,25582.0,16441.0,7300.0,7300.0,7300.0,7300.0,7300.000000000325
SINCERE WOOD PRODUCTS,32200.0,32200.0,32200.0,32200.0,32200.0,32200.0,32200.0,32200.0,32200.0,32200.000000000226
SINDHUJA ENTERPRISES,21920.0,21920.0,21920.0,21920.0,21920.0,40650.0,40650.0,40650.0,40650.0,40650.000000000204
SINI R SANTOSH,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.00000000023
SINTEX BAPL LTD.,40800.0,40800.0,40800.0,40800.0,40800.0,40800.0,40800.0,40800.0,40800.0,40800.000000000226
SINTEX INDUSTRIES LIMITED,120000.0,203000.0,203000.0,203000.0,203000.0,203000.0,203000.0,203000.0,203000.0,203000.00000000026
SION LAND DEVELOPERS & BUILDERS,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.00000000023
SIRAJUDHEEN MATHAPULAN,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.0,10680.000000000231
SISO BOOKS P. LTD.,165389.0,141519.0,121993.43,102467.86,82942.29,63416.71,43891.14,24365.57,4840.0,4840.00000000028
SISO COSMETICS P. LTD.,265114.0,265114.0,265114.0,265114.0,265114.0,480556.0,455814.0,526353.0,372840.0,372839.9999999999
SISO IMPORTERS AND TRADERS P. LTD.,103558.0,103558.0,237271.0,376776.0,166232.0,97176.0,28120.0,28120.0,28120.0,28120.00000000001
SITARAM SPINNERS P. LTD.,20460.0,20460.0,20460.0,20460.0,20460.0,20460.0,20460.0,20460.0,20460.0,20460.00000000023
SITARAM TEXTILES LTD.,9790.0,9790.0,9790.0,9790.0,9790.0,9790.0,9790.0,9790.0,9790.0,9790.000000000231
SITHARA ELECTRICALS,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0000000002324
SITHARA TRADERS,8783.0,8783.0,8783.0,8783.0,8783.0,8783.0,8783.0,8783.0,8783.0,8783.000000000231
SITHARAM AYURVEDA PHARMACY,9359.0,9359.0,9359.0,9359.0,9359.0,9359.0,9359.0,9359.0,9359.0,9359.000000000231
SIVADAS AND COMPANY,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.000000000232
SIVAKUMAR THANKAVELU,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.000000000231
SKAF,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.000000000231
SKB OVERSEAS CORPORATION ,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.00000000023
SKE HGARTS,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.000000000232816
SKENAN INTERNATIONAL,267330.0,410453.0,182535.0,83503.0,60427.5,37352.0,37352.0,37352.0,37352.0,37352.00000000046
SKETCH INTERIORS,6200.0,19580.0,9430.0,66070.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.00000000016
SKF INDIA LTD.,345973.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.00000000007
SKIDTECH ENGINEERING PVT. LTD,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.000000000226
SKILL TECH GENERAL TRADING,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.00000000023
SKILLERS MARKETING,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.000000000232
SKM ANIMAL FEEDS & FOODS (INDIA) LTD.,610.0,610.0,610.0,606.67,603.33,600.0,600.0,600.0,600.0,600.0000000002327
SKY BLUE PLYWOODS P. LTD.,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.00000000023
SKY BOND GLAZING,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0000000002
SKY IMPEX,22790.0,22790.0,22790.0,22790.0,22790.0,47838.0,49968.0,39683.0,56063.0,56063.0000000002
SKY MARKETING,159400.0,106305.0,53210.0,53210.0,53210.0,53210.0,53210.0,53210.0,53210.0,53210.000000000204
SKY PLY ,81293.0,12919.0,13734.0,13734.0,13734.0,13734.0,13734.0,13734.0,13734.0,13734.00000000019
SKY TEXTILES,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.00000000023
SKY TOWER MARKETING & DISTRIBUTIONS INDIA P. LTD.,15281.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.000000000226
SKY VENEERS,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0000000002
SKYBAN GLOBAL,16800.0,16800.0,16800.0,17230.0,6797.0,6797.0,6797.0,6797.0,6797.0,6797.000000000223
SKYBAN LUGGAGE,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.000000000226
SKYBOND GLAZING,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0000000002
SKYLARK OFFICE MACHINES,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.00000000023
SKYLER  INNOVATIONS,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.000000000226
SKYLINE BUILDERS,5878.0,5878.0,5878.0,5878.0,21220.0,22586.67,23953.33,25320.0,25320.0,25320.000000000236
SKYLINE IMPORTS & EXPORTS,25140.0,35204.0,122694.0,122694.0,122694.0,122694.0,122694.0,122694.0,122694.0,122694.00000000019
SKYLINE PEEVEES PROPERTIES LTD,590.0,386.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.00000000023272
SKYLITE IMPORTS & EXPORTS,167279.0,48430.0,73821.0,27972.0,27972.0,27972.0,27972.0,27972.0,27972.0,27972.000000000196
SKYLITE ROOFING,226401.0,226401.0,226401.0,226401.0,370152.0,502322.0,638477.0,774652.0,258991.0,258991.0
SKYMOON EXPORTS & IMPORTS,29747.0,29747.0,29747.0,29747.0,29747.0,86082.0,9010.0,9010.0,9010.0,9010.00000000021
SKYSCRAPER BUSINESS COMBINES,18143.0,18143.0,18143.0,18143.0,411086.0,448950.0,239745.0,411949.0,418298.0,418298.0000000004
SL GROUP TRADERS,81308.0,81308.0,81308.0,81308.0,81308.0,81308.0,81308.0,189648.0,135450.0,135450.00000000012
SLEEP INNOVATION PRIVATE LIMITED,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.000000000232
SLEEPISON EXPORTS AND IMPORTS,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0000000002324
SLINTEC,32875.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.000000000226
SLIPONS INDIA P. LTD.,1700.0,8550.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.000000000233
SLS EXPORTS,58600.0,58600.0,46400.0,34200.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.000000000233
SLV ENGINEERS P. LTD.,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.000000000226
SM AGENCIES,5784.0,5784.0,5784.0,11838.0,11838.0,11838.0,11838.0,11838.0,11838.0,11838.000000000224
SMAIRRA ENTERPRISES,41073.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.00000000022
SMARD,80218.0,80218.0,418227.0,339512.2,260797.4,182082.6,103367.8,24653.0,24653.0,24653.00000000039
SMART AGENCIES,4800.0,4800.0,4800.0,14270.0,14360.0,14360.0,14360.0,14360.0,14360.0,14360.00000000022
SMART CITY (KOCHI) INFRASTRUCTURE LTD.,28119.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.000000000218
SMART FITNESS ZONE,10384.0,10384.0,10384.0,10384.0,10384.0,20941.0,20275.5,19610.0,19610.0,19610.00000000022
SMART GLOBAL CONCEPTS,50882.0,86680.0,94382.0,71032.0,71032.0,71032.0,71032.0,71032.0,71032.0,71032.00000000026
SMART IMPORT & EXPORT,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,242124.0,242124.00000000017
SMART INDIA EXPORTS AND IMPORTS,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0000000001
SMART LIGHT,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0000000002324
SMART PROJECTS,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0000000002326
SMART SYSTEMS,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.000000000232824
SMART TOUCH COMMUNICATIONS,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0000000002324
SMART TRADINGS,222000.0,222000.0,222000.0,222000.0,222000.0,222000.0,211290.0,491958.0,814693.0,814692.9999999998
SMART X TRADING,24432.0,24432.0,24432.0,109788.0,14580.0,14580.0,14580.0,14580.0,14580.0,14580.000000000065
SMARTINDIA EXPORTS & IMPORTS,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0000000002
SMARTUFF GLASS LLP,56078.0,56078.0,56078.0,28714.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0000000002383
SMBG TRADING P. LTD.,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,34281.0,34281.00000000022
SMILE ENTERPRISES,16890.0,16890.0,11960.0,11960.0,11960.0,11960.0,11960.0,11960.0,11960.0,11960.000000000231
SMITH AND SMITHS,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0000000001
SMK INDUSTRIES,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0000000002324
SMR AUTO AGENCIES,61580.0,43310.0,64590.0,64590.0,64590.0,64590.0,64590.0,64590.0,64590.0,64590.000000000204
SMR NATURALS,60338.0,60338.0,170840.0,10800.0,10800.0,18700.0,18700.0,18700.0,18700.0,18700.00000000036
SMS INTERNATIONAL,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0000000001
